x,barcode_501,barcode_502,barcode_503,barcode_504,barcode_505,barcode_506,barcode_507,barcode_508,barcode_509,barcode_510,barcode_511,barcode_512
79,0.841451919881575,0.890486114337065,0.835337468905794,0.853659025986582,0.84668882020479,0.952349390655066,0.921995276530586,0.893848426258139,0.929449563616512,0.802545042402616,0.945243393542821,0.939508009539451
80,0.824363312286638,0.87587401105599,0.80131189166314,0.824389007052094,0.821623719662829,0.944065259937832,0.90974366959937,0.885640384044063,0.912163200098313,0.781562886698351,0.932429301191234,0.926769804486242
81,0.81307966526691,0.869995210459459,0.781525138569202,0.814062596907002,0.811511461990351,0.950635659424699,0.914126287924009,0.876609960438788,0.890323937637219,0.761106474727775,0.922530560336911,0.916764911017616
82,0.807906105555723,0.870696822083787,0.758724440820371,0.807247640485511,0.802744960176125,0.964172820420045,0.923147595442631,0.859203799627337,0.873673302027476,0.743102795628468,0.909097679891683,0.902520698809818
83,0.796234252741609,0.862009973136925,0.769536451183386,0.803796383111458,0.795138099048267,0.963952436557407,0.920797972195548,0.842776449700676,0.847724259518785,0.715828317553643,0.89128736753984,0.884329932278894
84,0.786180175825504,0.854849690121533,0.760133356729251,0.793816558009215,0.78476973417345,0.96763810996168,0.923151055859784,0.826270563155833,0.825124014208164,0.691948483755072,0.870322784215404,0.863892951155309
85,0.761794205613123,0.834842545857047,0.739448613275807,0.772078379295374,0.762076409027063,0.957107379570087,0.911155519797912,0.804387493236677,0.792955945710255,0.663408900232655,0.849745544085048,0.842971685378091
86,0.745456330624452,0.822018110550285,0.734458057657174,0.759192712228615,0.745271958806509,0.950708024275118,0.903866151064511,0.783393110214234,0.761372794154139,0.630453069347259,0.829818058147928,0.822751816770536
87,0.724508323011389,0.805256320511568,0.712431489528607,0.742788294911037,0.726825877326241,0.938815518971103,0.889543484467052,0.763190208929935,0.724680186322633,0.595703068793844,0.807178369004856,0.799157423448152
88,0.695383825262077,0.779205384789124,0.684206723573795,0.711515379255243,0.695696921782315,0.922123908359785,0.867791302241485,0.737885646177729,0.68180045706237,0.5581638593796,0.78127976482849,0.771648536459154
89,0.666701912328933,0.75291256926012,0.66487928738788,0.685163971207904,0.667611028835126,0.897618538558953,0.840741221354234,0.706591056932289,0.631190370967323,0.518869219309295,0.752042427827632,0.740860181789547
90,0.629854082958219,0.716587348244449,0.6333206032018,0.648714169491031,0.63017960909451,0.862538032662862,0.805602415371173,0.675362773192362,0.584522270564853,0.481389778656354,0.715416472683629,0.702449827884897
91,0.586488323615601,0.673539150088823,0.58415305058679,0.605113771100645,0.585476971826617,0.819592783250826,0.761855821719308,0.640034813609108,0.526886091265949,0.436806710039602,0.673314856893908,0.66066410556393
92,0.548590677018821,0.63403425082135,0.556299866849705,0.562146346446409,0.540804558390056,0.769618275414042,0.708513491301376,0.599613239342597,0.472321021324063,0.392699577855453,0.622569161181752,0.61114923391905
93,0.49917223044621,0.581503082766144,0.516034804867727,0.513473037507798,0.491921488030567,0.707221683140634,0.649648335106797,0.552920644862884,0.412302634844034,0.345539811529173,0.570411838446655,0.558415641100637
94,0.450646506147851,0.527451756191562,0.46758977323163,0.463665118586809,0.440722317754274,0.645736230120224,0.593807583504191,0.503648573095865,0.351240851071875,0.295161386723809,0.502627046432065,0.492099579274192
95,0.395184435515543,0.463087699851188,0.414536089922897,0.402062363418131,0.381259315700644,0.568781145667155,0.522863841236061,0.442151504217642,0.292177238104916,0.252258484397033,0.435196495918882,0.425561623956623
96,0.329745324914655,0.385122309487615,0.37465809275105,0.336182019167977,0.315963114199951,0.466337187309837,0.431572846106598,0.366712576255355,0.229298076036839,0.201637664059716,0.360872250957814,0.351723119670619
97,0.250371589982176,0.292696991880207,0.277076473684754,0.255360211307428,0.240712137095299,0.357359011890861,0.327554436687343,0.278425508178591,0.170191923655932,0.152757885602591,0.277562231182222,0.271602976578847
98,0.177630585178696,0.208655772998204,0.201970417926778,0.182934882142844,0.172632161656139,0.248640692071115,0.231678388829773,0.18075363610058,0.115631580315595,0.104974974598276,0.19083019045219,0.187250545593628
99,0.104879006676535,0.126043407013233,0.12166221112063,0.106496463008431,0.100087012819677,0.142626186207917,0.130878167363076,0.0830956044921658,0.0624195000673541,0.0593005726732796,0.0960258748457034,0.0941964587036245
100,0,0,0,0,0,0,0,0,0,0,0,0
